0,2
1,0
2,0
3,0
4,0
5,0
6,1
7,1
8,0
9,0
10,1
11,0
12,2
13,2
14,3
15,6
16,3
17,5
18,8
19,4
20,12
21,8
22,9
23,18
24,22
25,10
26,30
27,36
28,27
29,17
30,24
31,36
32,41
33,61
34,81
35,103
36,112
37,150
38,217
39,222
40,273
41,312
42,438
43,394
44,419
45,382
46,396
47,397
48,387
49,353
50,341
51,379
52,380
53,437
54,342
55,369
56,351
57,365
58,319
59,407
60,342
61,288
62,276
63,232
64,273
65,269
66,324
67,297
68,262
69,254
70,243
71,219
72,203
73,252
74,250
75,233
76,287
77,308
78,307
79,363
80,357
81,329
82,402
83,317
84,387
85,549
86,533
87,476
88,740
89,760
90,717
91,659
92,983
93,1002
94,638
95,785
96,682
97,602
98,658
99,643
100,633
101,440
102,478
103,479
104,441
105,400
106,375
107,347
108,311
109,312
110,331
111,314
112,325
113,331
114,332
115,294
116,288
117,307
118,284
119,338
120,326
121,269
122,300
123,332
124,316
125,359
126,405
127,426
128,396
129,423
130,473
131,587
132,466
133,445
134,455
135,450
136,416
137,478
138,498
139,568
140,611
141,613
142,642
143,631
144,602
145,537
146,547
147,508
148,444
149,450
150,483
151,433
152,411
153,447
154,308
155,304
156,274
157,233
158,219
159,213
160,178
161,167
162,161
163,152
164,168
165,170
166,171
167,166
168,161
169,148
170,146
171,185
172,152
173,182
174,175
175,209
176,193
177,200
178,224
179,204
180,222
181,209
182,246
183,254
184,250
185,246
186,256
187,242
188,293
189,283
190,262
191,284
192,262
193,303
194,316
195,342
196,308
197,302
198,291
199,287
200,284
201,259
202,236
203,247
204,228
205,226
206,215
207,159
208,148
209,162
210,140
211,127
212,121
213,117
214,133
215,109
216,106
217,97
218,109
219,110
220,98
221,103
222,92
223,102
224,85
225,89
226,70
227,75
228,78
229,71
230,49
231,62
232,49
233,58
234,33
235,31
236,51
237,48
238,46
239,43
240,44
241,26
242,25
243,32
244,27
245,24
246,26
247,35
248,26
249,20
250,29
251,23
252,27
253,18
254,24
255,420
