0,1866
1,145
2,136
3,128
4,123
5,123
6,136
7,130
8,155
9,141
10,134
11,135
12,136
13,107
14,116
15,109
16,112
17,92
18,124
19,124
20,112
21,130
22,153
23,165
24,202
25,223
26,238
27,230
28,308
29,413
30,527
31,484
32,579
33,531
34,642
35,562
36,525
37,635
38,600
39,789
40,708
41,779
42,743
43,810
44,772
45,763
46,780
47,753
48,776
49,665
50,726
51,692
52,661
53,646
54,557
55,633
56,678
57,724
58,675
59,724
60,620
61,675
62,634
63,695
64,697
65,673
66,1018
67,1107
68,957
69,1219
70,1207
71,1052
72,1261
73,1190
74,1122
75,919
76,1037
77,955
78,557
79,705
80,426
81,504
82,370
83,290
84,242
85,257
86,244
87,194
88,203
89,193
90,185
91,170
92,154
93,170
94,144
95,150
96,157
97,159
98,134
99,131
100,153
101,140
102,121
103,137
104,105
105,108
106,116
107,113
108,96
109,98
110,91
111,103
112,85
113,104
114,99
115,104
116,136
117,122
118,99
119,93
120,136
121,129
122,108
123,115
124,126
125,133
126,113
127,103
128,117
129,110
130,118
131,108
132,121
133,135
134,136
135,121
136,125
137,131
138,155
139,184
140,124
141,147
142,175
143,198
144,170
145,180
146,168
147,180
148,177
149,149
150,176
151,177
152,171
153,156
154,132
155,141
156,151
157,142
158,108
159,150
160,121
161,110
162,100
163,87
164,114
165,110
166,111
167,103
168,104
169,90
170,88
171,119
172,83
173,108
174,112
175,99
176,99
177,121
178,115
179,103
180,126
181,104
182,104
183,97
184,111
185,105
186,109
187,104
188,94
189,100
190,119
191,107
192,95
193,111
194,104
195,104
196,89
197,85
198,97
199,96
200,94
201,112
202,92
203,101
204,92
205,95
206,86
207,90
208,104
209,92
210,91
211,77
212,90
213,89
214,97
215,116
216,77
217,99
218,100
219,83
220,95
221,105
222,96
223,72
224,93
225,72
226,90
227,78
228,95
229,87
230,68
231,78
232,74
233,53
234,52
235,56
236,37
237,42
238,34
239,28
240,25
241,41
242,26
243,26
244,27
245,21
246,27
247,26
248,29
249,27
250,17
251,25
252,20
253,19
254,16
255,443
