0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,1
26,1
27,3
28,5
29,7
30,10
31,13
32,17
33,22
34,27
35,33
36,39
37,46
38,53
39,61
40,68
41,76
42,85
43,94
44,103
45,113
46,123
47,133
48,142
49,151
50,161
51,169
52,178
53,187
54,196
55,204
56,210
57,218
58,225
59,231
60,238
61,244
62,250
63,255
64,261
65,266
66,271
67,275
68,280
69,284
70,288
71,291
72,295
73,298
74,301
75,304
76,307
77,309
78,311
79,313
80,315
81,317
82,319
83,320
84,321
85,323
86,324
87,325
88,325
89,326
90,326
91,327
92,327
93,327
94,327
95,326
96,326
97,325
98,324
99,323
100,321
101,320
102,318
103,315
104,313
105,310
106,306
107,302
108,298
109,293
110,288
111,281
112,274
113,266
114,258
115,247
116,236
117,223
118,208
119,190
120,170
121,150
122,129
123,108
124,88
125,69
126,51
127,35
128,24
129,15
130,9
131,5
132,2
133,1
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
