0,0
1,376
2,307
3,283
4,232
5,202
6,207
7,215
8,250
9,289
10,377
11,0
12,539
13,0
14,0
15,0
16,851
17,0
18,0
19,0
20,1065
21,0
22,0
23,0
24,0
25,1421
26,0
27,0
28,0
29,0
30,0
31,0
32,1765
33,0
34,0
35,0
36,0
37,0
38,0
39,1763
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,2241
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,2076
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,2234
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,1938
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,2024
81,0
82,0
83,0
84,0
85,0
86,0
87,1738
88,0
89,0
90,0
91,0
92,0
93,1757
94,0
95,0
96,0
97,0
98,0
99,1460
100,0
101,0
102,0
103,0
104,0
105,1499
106,0
107,0
108,0
109,0
110,1167
111,0
112,0
113,0
114,1126
115,0
116,0
117,0
118,1093
119,0
120,0
121,0
122,874
123,0
124,0
125,844
126,0
127,0
128,782
129,0
130,629
131,0
132,0
133,638
134,0
135,609
136,0
137,556
138,0
139,491
140,0
141,443
142,0
143,498
144,389
145,0
146,363
147,338
148,327
149,0
150,357
151,316
152,301
153,263
154,245
155,287
156,287
157,235
158,232
159,257
160,224
161,219
162,217
163,412
164,204
165,195
166,362
167,171
168,358
169,177
170,325
171,169
172,364
173,168
174,249
175,289
176,285
177,287
178,142
179,296
180,282
181,276
182,145
183,309
184,238
185,284
186,271
187,250
188,240
189,256
190,260
191,268
192,273
193,270
194,222
195,342
196,257
197,178
198,273
199,257
200,273
201,255
202,323
203,221
204,254
205,240
206,308
207,240
208,236
209,284
210,255
211,267
212,192
213,283
214,234
215,308
216,239
217,283
218,199
219,320
220,227
221,290
222,241
223,246
224,287
225,256
226,251
227,237
228,278
229,232
230,236
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
