0,0
1,21
2,22
3,30
4,54
5,75
6,92
7,107
8,122
9,136
10,153
11,172
12,197
13,231
14,284
15,351
16,441
17,556
18,675
19,832
20,985
21,1160
22,1320
23,1498
24,1659
25,1831
26,1982
27,2145
28,2277
29,2410
30,2544
31,2655
32,2764
33,2869
34,2954
35,3043
36,3129
37,3208
38,3279
39,3344
40,3418
41,3476
42,3530
43,3580
44,3630
45,3683
46,3731
47,3776
48,3816
49,3852
50,3895
51,3938
52,3973
53,4007
54,4045
55,4078
56,4109
57,4141
58,4171
59,4200
60,4228
61,4256
62,4282
63,4305
64,4328
65,4351
66,4376
67,4399
68,4420
69,4440
70,4461
71,4484
72,4506
73,4526
74,4543
75,4555
76,4573
77,4588
78,4604
79,4618
80,4634
81,4648
82,4662
83,4678
84,4691
85,4704
86,4717
87,4728
88,4741
89,4753
90,4767
91,4779
92,4787
93,4797
94,4807
95,4817
96,4825
97,4835
98,4843
99,4850
100,4858
101,4864
102,4871
103,4877
104,4882
105,4889
106,4894
107,4899
108,4904
109,4909
110,4913
111,4917
112,4920
113,4923
114,4925
115,4927
116,4929
117,4930
118,4932
119,4933
120,4934
121,4934
122,4934
123,4933
124,4933
125,4932
126,4930
127,4929
128,4927
129,4924
130,4923
131,4920
132,4917
133,4912
134,4908
135,4904
136,4899
137,4895
138,4891
139,4885
140,4879
141,4872
142,4865
143,4858
144,4852
145,4845
146,4839
147,4832
148,4825
149,4819
150,4811
151,4803
152,4795
153,4786
154,4776
155,4767
156,4755
157,4746
158,4736
159,4726
160,4718
161,4706
162,4696
163,4687
164,4678
165,4667
166,4654
167,4643
168,4630
169,4622
170,4608
171,4597
172,4586
173,4575
174,4562
175,4544
176,4533
177,4523
178,4514
179,4501
180,4488
181,4477
182,4465
183,4452
184,4436
185,4422
186,4411
187,4397
188,4384
189,4374
190,4363
191,4350
192,4335
193,4322
194,4311
195,4301
196,4285
197,4275
198,4263
199,4251
200,4231
201,4220
202,4209
203,4197
204,4182
205,4171
206,4160
207,4143
208,4128
209,4114
210,4107
211,4093
212,4081
213,4068
214,4057
215,4043
216,4032
217,4023
218,4013
219,3993
220,3981
221,3968
222,3951
223,3937
224,3926
225,3914
226,3897
227,3886
228,3876
229,3863
230,3850
231,3840
232,3831
233,3814
234,3804
235,3797
236,3781
237,3773
238,3768
239,3753
240,3736
241,3725
242,3715
243,3694
244,3684
245,3672
246,3648
247,3632
248,3620
249,3595
250,3574
251,3562
252,3543
253,3508
254,3476
